行业代码,报表日期,每股收益(摊薄),每股收益(扣除非经常性损益),每股销售收入,每股现金红利,销售毛利率,销售净利率,息税前利润率,总资产收益率,税前总资产收益率,净资产收益率,净资产收益率(扣除非经常性损益),每股未分配利润,每股资本公积金,流动比率,速动比率,应收账款周转率,资产负债率,每股现金流,总资产周转率,每股经营性现金流,非经常性损益比率,应收账款周转天数,存货周转率,存货周转天数,固定资产周转率,净资产增长率,红利发放比率,留存比率,每股净资产,调整后的每股净资产,
20107010,2021-06-30 00:00:00,0.2402,0.2184,27.0187,0.0,0.0411,0.0088,0.0221,0.0162,0.1423,0.057,0.0518,1.192,1.454,7.7261,7.0871,None,62.2992,-0.1843,None,-1.5983,6.6255,None,None,None,None,None,0.0,1.0,1.889,None,
20107010,2019-09-30 00:00:00,0.2775,0.1846,29.8019,0.0,0.0525,0.0093,0.028,0.0246,0.18,0.0597,0.0397,1.4464,1.5827,1.676,1.3215,None,62.7458,-0.0249,None,0.0655,87.2758,None,None,None,None,None,0.0,1.0,1.11,None,
20107010,2017-12-31 00:00:00,0.3011,0.1795,34.115,0.0088,0.0468,0.0088,0.022,0.0321,0.1926,0.077,0.0459,1.0036,1.4544,2.631,2.118,42.173,53.7923,0.0938,2.3974,-0.6183,26.2553,0.0237,294.9649,0.0033,324.3353,11.6392,0.0043,0.9957,1.8617,None,
20107010,2019-03-31 00:00:00,0.1225,0.0738,8.6948,0.0,0.0553,0.014,0.0351,0.0096,0.0672,0.0269,0.0162,1.3962,1.5547,1.8136,1.4479,None,60.5571,-0.0185,None,-0.3824,75.2177,None,None,None,None,None,0.0,1.0,None,None,
20107010,2017-09-30 00:00:00,0.1863,0.1193,25.5261,0.0,0.043,0.0073,0.0187,0.021,0.1268,0.0493,0.0315,0.9695,1.5214,1.8089,1.4563,None,59.937,-0.0785,None,-1.4358,67.2079,None,None,None,None,None,0.0,1.0,1.049,None,
20107010,2020-12-31 00:00:00,-0.0908,-0.1378,42.843,0.0865,0.0461,-0.0021,0.0123,0.011,0.1254,-0.0216,-0.0328,1.074,1.4405,8.6795,8.2103,30.0874,58.7982,0.1926,2.1285,1.0888,40.0065,0.0332,64.061,0.0156,297.4106,8.1701,0.3044,0.6956,1.9092,None,
20107010,2021-09-30 00:00:00,0.3689,0.3207,46.031,0.0,0.036,0.008,0.0198,0.0227,0.193,0.0777,0.0676,1.307,1.6266,1.6961,1.2408,None,75.4314,-0.0398,None,-1.1525,-109.6031,None,None,None,None,None,0.0,1.0,None,None,
20107010,2020-03-31 00:00:00,0.0926,0.0497,8.5857,0.0,0.0549,0.0107,0.0352,0.0086,0.0641,0.0196,0.0105,1.4903,1.6186,1.4616,1.0982,None,72.9319,0.1757,None,-1.0227,363.944,None,None,None,None,None,0.0,1.0,None,None,
20107010,2020-06-30 00:00:00,0.1049,0.0742,18.8398,0.0,0.0484,0.0055,0.0224,0.0124,0.0964,0.0239,0.0169,1.3107,1.5194,10.5935,9.9208,None,58.5505,0.0028,None,-0.5602,26.8371,None,None,None,None,None,0.0,1.0,1.8312,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
